0,20,-190,0,0,-20,-190,0
0,-20,-190,0,0,-40,-190,0
5,-20,-190,0,-5,-40,-180,0
10,-20,-190,0,-10,-40,-170,0
10,20,-190,0,-10,-20,-190,0
10,40,-180,0,-10,20,-190,0
5,40,-170,0,-5,20,-190,0
0,40,-180,0,0,20,-190,0
-5,40,-180,0,5,20,-190,0
-10,40,-180,0,10,20,-190,0
-10,20,-190,0,10,-20,-190,0
-5,-20,-190,0,5,-40,-170,0
0,-20,-190,0,0,-40,-180,0
5,-20,-190,0,-5,-40,-180,0
